,Comments,Date,Likes
438,I used to be a huge fight fan… if there was a fight I wanted to see it… I would get pretty much every UFC fight card was still into boxing even though it’s not as good as it was in the 80s and 90 an early 2000… but I couldn’t even finish this something about mighty mouse is boring and I just can’t put my finger on it… I can’t even finish this I don’t know what it is it has nothing to do with what the Ufc says about him…,2023-01-24T19:00:33Z,0
439,"Maybe 'Mixed Martial Academic' has the balls to address the Trans situation in MMA. It's very obvious that there is a invasion, it's only takes a chromosome test to clear up almost all the women division in MMA. We are literally watching born males beating up born females!",2023-01-24T16:30:30Z,0
440,This guy looks like an epl footballer I know.,2023-01-24T16:11:22Z,0
441,That mid air armbar was crazy,2023-01-24T15:31:31Z,1
442,15:48 - 16:10 one of the best lines in all of youtube,2023-01-24T14:24:53Z,0
443,"He is one of the best fighters ever.   This is another case where uncle fester, interfered too much and his manipulation  cost him by losing a great fighter.   Demetrius, however, is doing just fine. He's taking his career to a higher level.",2023-01-24T13:48:49Z,2
444,"Thank you for this short documentary on mighty mouse, it made me a fan of his and this channel!!

😂 Bro is funny falling when getting the belt",2023-01-24T07:34:16Z,0
445,"Mighty Mouse has always been one of the most exciting and skilled champions in the sport. The guy's skill level, speed, attitude - how can anyone who claims to be a fight fan NOT be a fan of Demetrius Johnson? Definite GOAT candidate! 👍",2023-01-24T07:06:36Z,9
446,"Traded for .... Ben Askren ... nuff, said. A very one-sided deal for One Championship. Ben Askren is an ass-wipe of a fighter. DJ, a living legend.",2023-01-24T04:15:58Z,2
447,Brilliant video! Are you a Cambridge or Oxford man?,2023-01-24T04:09:40Z,0
448,Because UFC is garbage and they under pay their Fighters,2023-01-23T23:36:50Z,0
449,DJ to the top again baby.  He is mighty mouse after all.,2023-01-23T23:01:46Z,0
450,As always incredible content! DJ deserves this type of coverage!,2023-01-23T22:25:38Z,0
451,What a great video,2023-01-23T21:49:58Z,0
452,Pretty awesome that DJ did a reaction to this documentary.,2023-01-23T21:19:31Z,1
453,What “SynthWave” song was that??? Killer. Killer video.,2023-01-23T21:00:44Z,0
454,Failure my asss,2023-01-23T19:41:44Z,0
455,"Imagine some like Demetrious with the personality and charisma of Conor Mcgregor, he would be the greatest and most famous legendary fighter in the world! would be insane, that's why is very important to sell fights and payper views",2023-01-23T19:23:49Z,0
456,This guy is the biggest racist in mma,2023-01-23T17:56:22Z,0
457,"MM was my favorite fighter of that era. 
That weight class has such crazy athletes. They are too small to play any of the other major sports, but fighting?  Yeah. They can do that.",2023-01-23T17:19:36Z,0
458,"oneFC has way better entrances, probably took note from wwe/type wrestling.",2023-01-23T16:29:04Z,0
459,"good job on the video , keep up the good work",2023-01-23T11:46:32Z,0
460,Too bad we will probably see more young fighters in pride die suddenly like Victoria Lee because Singapore makes everyone get that amazing jab to be there,2023-01-23T11:33:41Z,0
461,How is this a failure shout out D.J.this gave me new respect and love for dude.,2023-01-23T11:32:58Z,0
462,Ngannou has to go to one fc,2023-01-23T10:29:04Z,0
463,The goat,2023-01-23T10:21:37Z,0
464,Truthfully I think not having a dead beat dad makes your life better personally speaking. $uck that guy!,2023-01-23T09:21:26Z,0
465,"I think what contributed to this was also his lame nickname. Mighty mouse is a joke. Should ha e been anything other than this, cyborg, killer, anything",2023-01-23T08:31:23Z,0
466,Shoutout to you for taking some time to highlight Moraes' story and struggle.,2023-01-23T08:28:45Z,1
467,"Loosing DJ is NOT a FAILURE for Dana nor the UFC.
The UFC only cares about the fans and the money they could earn from each fight of a fighter from ticket sales and PPV. Dana mentioned that DJ earn less than other UFC champs that's why they traded him.",2023-01-23T07:52:31Z,0
468,Very well made. This is so official looking,2023-01-23T07:51:12Z,0
469,"I never liked watching DJ fight or his personality, and I'm glad that it wasn't just myself.",2023-01-23T07:09:57Z,0
470,"Dj is not a failure on ufc, rather ifc failed him because they cannot make more money from him.",2023-01-23T07:02:35Z,0
471,"this is why you cannot have monopolies.  It produces people like Dana White. I never really cared much for Dana White, but he has had his moments and some good points. But after hearing him be so dismissive of someone like Demetrious Johnson (while at the same time giving so much praise to Connor McGregor and Khabib Nurmagomedov, and minimizing both their bad behavior, and not really being punished for it. Then seeing the behind the scenes interview with Demetrious Johnson and his family, it literally makes me sick to my stomach (Dana Whites reaction toward him I mean).  It is karma now seeing what Dana is going through with his wife, I wouldn't have said this normally,  but she did hit him first, and then he went after her TWICE.  Just glad someone got a video of this incident, otherwise I am sure it would have never came out (Dana would have probably threatened the people around him if they did tell).",2023-01-23T05:36:28Z,0
472,DJ should be on everyone's top 10 Fighters list.,2023-01-23T05:09:37Z,1
473,This is beautiful for a person who likes mma but does not know follow everything.,2023-01-23T04:53:08Z,0
474,Sometimes i watch the rematch with Moraes for a pick me up.,2023-01-23T04:50:22Z,0
475,I tell you what Demitrious Johnson did much better treatment in One Championship and have a higher regard as one of the best competitor in Asia or matter fact in the world God bl;ess and keep it pumpin',2023-01-23T04:16:04Z,0
476,"Thanks for this video. You did an excellent job putting this one together. It was like a  glimpse into the heartfelt brutal truth of the fight game, also the video for me just goes to show how one door closes and another one opens. If you get to depressed about the closed door,  you might not see the open door right in front of your face. The open door is often disguised as something to fear. Just remember the acronym for fear is false evidence appearing real.  Feel the fear and do it anyway. Thanks again for this video my friend.",2023-01-23T03:29:07Z,6
477,So so you have a champion who nobody can be who's run through the entire division is just dominating everyone like it isn't s*** he's the most complete fighter in the entire UFC the entire MMA world knows it that he is the best at that way class he has more skilled in more tools he's more diversity as quickly as strongly as faster he is so amazing so talented so skilled he's so nice so genuine the family guy he's a good role model doesn't do drugs doesn't do steroids doesn't do any other illicit drugs doesn't get arrested by the cops no domestic violence Shaggy's a good family man he's a good dad he's a gamer so for some reason all you can say is oh he hasn't lowest pay-per-view buys but no matter who you put them against no matter how many fights he won in a row no matter how many title defenses he hasn't a roll all day never talks about how he isn't so he doesn't self never promote some never promote a guy pays them s*** never puts his name out there never just blasted out Main Event look who it is the nine-time defensive champion f*** you Dana going to be your wife again,2023-01-23T03:12:41Z,0
478,We like Demetrius,2023-01-23T02:42:58Z,0
479,that was really cool seeing them chat like they didn;t just fight after that loss 13:00,2023-01-23T01:53:30Z,0
480,The UFC is failing,2023-01-23T01:47:05Z,0
481,Thought this would be dj slander glad it wasn’t and the UFC failed dj bad,2023-01-23T01:30:24Z,0
482,"Hall of Fame for this man.. no doubt, clean, cut and dry. The greatest in the world. What a career. The day Mighty Mouse retires, MMA loses an amazing talent.",2023-01-22T23:51:15Z,4
483,"Bro, DJ himself just reacted to this video. I'm coming from there. Its on his channel. You are doing great work my friend ❤️
Subbed!! 😘",2023-01-22T22:09:51Z,1
484,Why did you switch mid documentary to Adriano???  Your title is misleading 👎,2023-01-22T21:24:53Z,0
485,AMAZING VIDEO. BRAVO. Your writing is powerful,2023-01-22T16:58:45Z,0
486,This is an amazing documentary this should be on tv,2023-01-22T12:28:05Z,0
487,"Wow, another American athlete that survived an unmarried mom choosing to start a family without marriage.  *Glad he escaped that dyfunction.*
Unfortunately, too many don't find success when raised with instability.  *It is another reason why he is the greatest ""small"" fighter EVER!* He dominated the UFC.",2023-01-22T12:18:31Z,1
488,"I was totally on DJ's side, Dillashaw never actually fought at 125lbs and was not the 135lbs champion at the time they were trying to set that fight up. DJ only wanted to defend his belt against those who actually fought in his division.",2023-01-22T09:24:12Z,1
489,Beautiful story telling.,2023-01-22T08:51:13Z,0
490,DJ was not UFC's failure. DJ failed himself. He failed to market himself. Why people blame the UFC. ONE is great but not within the UFCs level.,2023-01-22T07:53:59Z,0
491,Dana is too busy slapping his wife to pay his fighters properly.,2023-01-22T07:32:32Z,0
492,UFC's Failure or Mighty Mouse'? 🤷,2023-01-22T06:19:43Z,0
493,1 of the greatest ever to enter the octagon 👑,2023-01-22T03:59:07Z,0
494,Bad deal,2023-01-22T03:57:38Z,0
495,click bait titile mighty mouse  is the goat you racist ass white people need to stop hating and recognize smh,2023-01-22T03:45:26Z,0
496,"I saw the title and was like wtf, then watched the whole thing and realized you don't mean DJ is a failure but that the ufc is a failure for their treatment of him and ultimately giving him up.  Great video",2023-01-22T03:22:37Z,4
497,Fantastic documentary. Thank you.,2023-01-22T02:24:58Z,0
498,Great video mate. Mighty Mouse sent me here. After watching a few of your vids you've got a new subscriber. Keep up the great work!,2023-01-22T01:24:56Z,0
499,Failure ? absolutely not id say they took an L by losing him. DJ is greatest flyweight to ever do it 💯,2023-01-22T00:28:32Z,0
500,"Didn't sound like racism prevented these fighter's successes. The obstacle according to the story was growing up in a fatherless home, but you inject the racism narrative anyways (I guess based on his skin color smh). DJ is a legend. He just wasn't a needle mover in the UFC. Those are facts.",2023-01-21T22:59:35Z,0
501,legend,2023-01-21T21:10:44Z,0
502,DJ is a 🐐,2023-01-21T21:02:08Z,0
503,Wait what was that dudes name at 3:29....I remember watching other of his fights but I cant remember his name!,2023-01-21T20:53:49Z,0
504,"Wow, the ufc is really shitty",2023-01-21T20:42:41Z,0
505,"But hey , UFC is still pumping Paddy the Baddie! They know talent when they see it 😂",2023-01-21T20:06:28Z,0
506,DJ is one of the best.,2023-01-21T19:58:47Z,0
507,"Great mini doc and narration, very moving. Earned a sub!",2023-01-21T19:41:05Z,0
508,Amazing work brother great editing and video quality 👌 keep up the great work 👏 👍,2023-01-21T19:36:51Z,0
509,"For the record, go watch the fight he ""lost"" to Cejudo; he fucking hustled that cringey juice monkey.",2023-01-21T19:23:59Z,0
510,Well done.,2023-01-21T19:09:25Z,0
511,I am the only one willing to admit that it is boring to watch little guys fight in UFC?  Lack of KO power means you will be watching endless inconsequential decisions.  DJ's highlight clips were awesome and I tried watching him because all the Rogan hype about him being the best of all time but hype wasn't enough to keep me awake for 25 min fights.  Some gimmick needs to be added to make it compelling to watch men fight that are smaller than an average woman.  155 should be the minimum for men but for ppv events I would like to see the minimum weight as 170 lbs.,2023-01-21T19:07:04Z,0
512,I haven't watched all if this but he was no failure. The UFC failed him.,2023-01-21T17:57:51Z,0
513,"The UFCs failure to promote both Mouse and Stipe is fucking insane.  Both are extremely marketable guys, if you know what the fuck to do, but the UFC can only sell drama.  Instead they should have focused on how relatable both guys are.  They're  both every day Family guys, that worked hard to become one of the best at their respective weight classes.",2023-01-21T17:55:43Z,0
514,"The UFC is a corrupt organisation - this is a display of their overweeing power over the athletes and the conflict of interest within the organisation.
They can dump a champion because of PPV sales? 
Its ridiculous. Shameful
They believed that Ben Askren would be better? (God bless Masvidal - who is halfway a moron, but who did the world a favour that night)
And watching Bisping and other retired fighters (fully worthy of great respect) selling the UFC's dogsh*t with straight faces is repellant.
They have these favourites that they build up with massive media exposure and hand picked opponents - and the ringside judges ! Don't get me started about them.
And its all about building up a 'star' they can make tons of money from.
If and when he starts kicking off about wanting a bigger slice of the pie they stop making nice.
If he's good with his hands they'll match him with a string of nasty wrestlers. If he's good at grappling they'll match him with a knockout artist.
It's rigged game with judges who know who's 'meant to win' and everyone pretends they dont see whats plain before their eyes.",2023-01-21T17:21:21Z,0
515,✊🏾,2023-01-21T17:13:47Z,0
516,"Thank you for this vid!  It helped wake me up and acknowledge the gradual shift into these dirty politics Dana & co. adopt, that at the least is blatant manipulation for $, and at worst, by not prioritizing safe procedures and conduct, produce an environment that put fighters at more risk. 

I'm glad mma is shifting eastwards to ONE.  I just want to see some great matchups & fights.  And I hope more ufc stars migrate there and force Dana to submit to adhering to principles approaching basic human decency...even if those actions are out of self preservation...itd still be a strong statement. And hearing that ONE employs a hydration test (I never knew this existed) shows me that their fighters appear to be in the hands of people who certainly care more for their wellbeing than the UFC. 

(Ima reply with what I had to erase in honor of 2 of my teammates & their families. I had no idea id be writing and erasing for hours just putting this text down)",2023-01-21T17:03:43Z,1
517,The UFC failed him. They are suppose to sell the fights. Which they suck at. Because they don't give a rats ass about the fighters. Dana white thinks they should all fight for pennies. While he never fighting. Should make hundreds of millions dollars. Crammed into his account.  He is greedy and selfish. Won't even let fighters have sponsors. Won't give them insurance. Makes them pay for every inch of their careers. Won't make deals for different fights. Like boxing matches. Where they could make millions.  Babbling money ruined boxing. As some bullshit excuse to cheat fighters out of money.,2023-01-21T16:53:36Z,0
518,G.O.A.T!,2023-01-21T16:53:07Z,0
519,"Mighty mouse for Ben is hands down the worst trade in any sports history ever. Can't argue the fact that the UFC wouldn't be what it is today without Dana,  But now he's just starting to run it into the ground. The fact that he didn't do everything in his power to keep a golden goose like Francis is just mind-boggling (no username pun intended).",2023-01-21T16:40:06Z,0
520,Was difficult to listen to with all these empty phrases and word clutter.,2023-01-21T16:11:29Z,0
521,Love DJ. One of my favorites of all time.,2023-01-21T14:25:06Z,0
522,"UFC is a racist company and Monopoly. It exploiting black fighters. Look how they treated Francis the heavy weight champion. If Francis was white, he would be a god.",2023-01-21T14:17:07Z,0
523,"Demetrious Johnson was a failure to the UFC because Demetrious was a very talented champion in a division filled with B-/C+ roster of flyweights. DJ loved playing the role of the Harlem Globetrotter going against the Washington Generals at the flyweight. Anyone remember DJ building up Ray Borq for his title defense? DJ west as far as to claiming that all his flyweight opponents are all ""future champions"". DJ dominated majority of his fights because he really was that good, but he seemed to be scared of fighting anyone who would pose a challenge to him. DJ ducked TJ with conditions that TJ needs to fight another fighter if he goes to 125 before fighting DJ When DJ loses a fight, he does not have a rematch mentality. Instead he runs away so that they won't be able to fight again. After Dominick Cruz ragdolled DJ at 135, DJ ran to 125. When Henry Cejudo destroyed DJ in their 2nd fight, instead of wanting that 3rd match, DJ runs to One. DJ has talent but never wanted to fight another fighter on his level always using his small size as an excuse.",2023-01-21T12:02:32Z,1
524,"I've been watching One way more than UFC in the past few months. I can't believe I was missing out on something more consistently better. The fact that they have specialized weight classes and fighting styles makes for way more intriguing fights. I love that they have grappling only, Muay Thai, Kickboxing and MMA events. After binging old K1-One kickboxing, I started watching one of my favorites which is Muay Thai. They have legit legends on their promotion and good lord is it awesome. As a fan of Boxing, Muay Thai and MMA, I enjoy watching all of them. From UFC to One to Boxing. I'm happy for Mighty Mouse now that he's in a better place and seems happy. He was one of the most dominant fighters and still is.",2023-01-21T09:37:03Z,1
525,Great documentary!,2023-01-21T08:32:23Z,0
526,The UFC is not the best. Understand that....,2023-01-21T07:32:48Z,0
527,I honestly just wondering where Kevin Lee fits in all this!,2023-01-21T06:36:13Z,0
528,Dj the mighty mouse is really a hero for me ..a humble and respectful fighter ...a family man ..one of the G.O.A.T,2023-01-21T05:47:40Z,0
529,"Narator: would he sink or would he swime?
Me: he freaken flew.",2023-01-21T05:26:27Z,0
530,At 9:55 when this montage comes on to this song… man. Don’t even know much about this guy but that made me feel some shit. Great stuff,2023-01-21T05:10:12Z,0
531,Goat,2023-01-21T04:56:19Z,0
532,Failure? No Dana White is a failure He's ruining MMA. He does nothing for the fans or the fighters why we still support the UFC is beyond me mighty mouse is the best fighter in the world hands down. But it's only about pay-per-views lol bro nobody wants to pay 60 bucks for a fucking pay-per-view lol,2023-01-21T04:39:02Z,0
533,"The first man EVER to dominate a division so much that UFC cut ties with him! He was so good that it became boring because no matter who they threw at him, he would tear them up; and everyone knew it.",2023-01-21T04:12:10Z,22
534,This a a great video. Gave me the feels.,2023-01-21T04:05:17Z,0
535,Why is racism have to be thrown into here? It seems out of place with the story.,2023-01-21T03:58:34Z,0
536,No knock on the lighter weights but its a sport of spectacle. Watching heavier weight freaks of nature fight is like watching a bear vs a tiger. The lighter you go the less spectacular it becomes. So we dont watch and the UFC doesnt make money. Its reality.,2023-01-21T03:26:17Z,0
537,"DJ sold 0 tickets, pretending like this was a mistake is wrong.  125 was boring then and even worse now.  The division should be dissolved.",2023-01-21T03:25:07Z,0
538,How they traded dj for Ben is the dumbass move of the century. To put it mildly its like trading platinum for aluminum foil.,2023-01-21T02:53:27Z,0
539,Wicked video!,2023-01-21T02:15:28Z,0
540,"He made 200k off of all those fights in the UFC? Also look at bitch ass Dana being chummy with Ariel. Also, fantastic video. As a fan of DJ for years, this truly pays homage to an incredible ongoing career.",2023-01-21T01:59:56Z,0
541,"The UFC is such garbage. They pay fighters so little unless the fighter talks enough smack to sell ppv to rabid fans, yet they make people self-promote even if they are a dynamo like DJ. Someone as good as him deserved more money spent to push his image. The long and short is if Dana White isn't personally making millions off of you talking shit, he denigrates you, pays you nothing and then finally pushes you out. He's got to profit massively from fighters so he can lose millions to his gambling addiction. I would love for another promotion to make itself more popular as the UFC is not deserving of it's popularity anymore.",2023-01-21T01:41:35Z,0
542,So happy for DJ,2023-01-21T01:39:38Z,0
543,Worked out in the long run though. DJ really wasn't a star,2023-01-21T01:28:11Z,0
544,Masterfully writing and edited! Thank you for  the amazing work you put into your videos!,2023-01-21T01:04:12Z,4
545,ONE FC > ufc,2023-01-21T01:01:44Z,1
546,"ONE FC wants the best fighters 
UFC wants the best selling fighters 
Different levels of fights and business for both",2023-01-21T00:54:49Z,1
547,"WHO GOT THE BETTER FIGHTER , ONE 
DANA DIDN'T LIKE THE LIL GUYS AND NO ONE COULD BEAT HIM . GOOD FOR YOU  DJ",2023-01-21T00:29:05Z,0
548,"I realy miss him in the UFC. 
But he is in good hands in One FC. One of the greatest",2023-01-21T00:19:58Z,0
549,I was happy to see Might Mouse head to One FC. At least there he would get the respect he deserved. The UFC use to call him the pound for pound best yet we’re paying him peanuts.,2023-01-20T23:31:44Z,0
550,"Poetic, edifying and beautiful story telling. Thank you for your continued work and coverage of the sport. Cariad fawr o Gymru - Much love from Wales",2023-01-20T23:18:08Z,0
551,"The man is no goat, put his combined defenses opponent record, ppv sales, and the fact he didn't want to promote and show up for events. It's just another man who overestimated his value. This was why cejudo managed to beat him when he overestimated himself. He couldn't beat dom who was fighting with both knees busted and once he headed to one without selected opponents at the start to build him back up he lost.",2023-01-20T22:06:48Z,0
552,"Wow this was well put together. Great job bro, you did a great job shining light on these days",2023-01-20T21:17:44Z,0
553,Have you ever heard of synthwave?,2023-01-20T20:01:05Z,0
554,"DJ is a living active Legend and we are lucky to have the privilege to continue to watch him fight at the highest levels. We've been fortunate enough to see greatness over and over and he's still a killer, still doing it and continuing to do it better than anyone.",2023-01-20T19:56:40Z,22
555,Good freaking job on this documentary!!! I mean you put some respeck 🤣 on that brother's name. ✌❤,2023-01-20T18:11:54Z,0
556,"AND He doesn't drive drunk, abandon injured women, hit his wife, use coke or peds.",2023-01-20T18:07:15Z,0
557,Good fighter with 0 personality or marketting. = No money. This is why him and some other big names arent in the ufc anymore. Ufc is about money not whos the best.,2023-01-20T17:39:16Z,0
558,The title made me think you were calling DJ a failure,2023-01-20T17:34:16Z,0
559,64% of black kids in america are abandoned by their fathers? that's shameful.,2023-01-20T16:57:23Z,0
560,Definitely in the GOAT conversation along with George John and Henry,2023-01-20T16:02:24Z,0
561,"What UFC fails to mention is that Conor McGregor was on the co co main under DJ of that ""lowest selling ppv"" how come he got pushed to the moon? They could have easily made DJ the biggest star they just chose the irish. This proves that the UFC is terrible at promoting fighters but they are good at over hyping a card and  mediocre fighters. Just look at the 155 hypeweight division",2023-01-20T16:01:39Z,0
562,DJ is a GOAT at life.,2023-01-20T15:40:34Z,0
563,"I think the failure is the President  Dana ""Slappy"" White..",2023-01-20T15:24:46Z,0
564,You would think that UFC would protect THAT excellent of a warrior and find a way to market him and attract challengers and grow audiences. But the UFC of today is focused mostly on profit so UFC fighters that don't generate high PPV sales or ticket prices aren't going to go far in the organization...pity,2023-01-20T15:23:27Z,0
565,We all know who came out ahead in this trade. One championship and DJ.,2023-01-20T11:59:55Z,0
566,"I really hope he sees this video, you are one of the best storytellers I've seen on YouTube!",2023-01-20T11:54:42Z,0
567,i dont think that DJ is a failure in the ufc i think that the ufc failed him,2023-01-20T11:22:36Z,0
568,He was working ar begining and had fights,2023-01-20T09:02:03Z,1
569,How did that work out ufc.... Ben gone... he champion in one.... bam !!!,2023-01-20T08:57:40Z,2
570,"Well,his dominant 11 titled defense speaks of his greatness...not many fighters are gonna even come close to his record anytime soon...
What a Mighty Mouse he is!!!
Always respectful to anyone & everyone...all he wants in return is the same thing ""RESPECT""...
He'd earned it!!
Anyway,God bless..",2023-01-20T07:59:30Z,2
571,"Would love to watch more one fc but schiavello on commentary is absolutely intolerable. Same script for every fight, all rehearsed catchphrases.",2023-01-20T07:28:01Z,1
572,Your videos are so well written.,2023-01-20T05:24:44Z,0
573,Fighting rodtang is scary,2023-01-20T04:50:02Z,0
574,The writing really is impressive in these videos. Inspiring stuff.,2023-01-20T04:48:57Z,0
575,"UFC's biggest failure was having Florian work for them at one point, lol.",2023-01-20T04:47:50Z,1
576,What people fail to see is the amazing supportive woman behind him.,2023-01-20T04:27:21Z,0
577,That move where he flings Ray Borg up into the air and locks in the flying armbar will probably never be replicated in the octagon,2023-01-20T04:27:18Z,2
578,MM is the GOAT,2023-01-20T04:10:00Z,0
579,It's because he is no drama and they can't sell that. Just an average American that kicks ass and won't scream and cry about it like everyone else.,2023-01-20T03:50:52Z,0
580,Undeniably one of the goats in UFC history,2023-01-20T03:48:59Z,0
581,"The casual viewer is not educated enough. 
Whenever Mighty Mouse was on a card i was super excited because this men delivers good spectacles. 
So yeah, the casual viewer is all about drama and fake attitude.  ""It's just about the business"" Conor McNuggets said.  All lies... And people buy in to it.",2023-01-20T03:15:39Z,0
582,"Yo, if you love him so much then why don't you marry him? You already got the cheerleading down, I think you'd make a great wife.
P.s. DJ blows",2023-01-20T03:13:36Z,0
583,"ONE deserves a tremendous degree of respect from American MAA fans. So many legends have been given their dignified ends, and so many more new beginnings discovered. We owe ONE a tremendous degree of respect.",2023-01-20T03:09:57Z,415
584,Great documentary amazing fighter that last finish in the rematch was insane.,2023-01-20T02:59:07Z,2
585,Didn't see the. First minute of this video knowing how good mighty mouse was mistake is for ufc to have bcuz mighty mouse chose not to be loud and it shouldn't be a crutch it should be praised,2023-01-20T02:36:34Z,0
586,I will always regard DJ the goat.  Fuck No Bones and his nut huggers for excusing his multiple drug failures while not have the same energy for other fighters who got popped as well.,2023-01-20T02:18:12Z,0
587,a true giant amongst giants. the goat.,2023-01-20T02:11:12Z,0
588,"This was great! Very well written and narrated. You told a great story, and simultaneously, provided nice action. White belt English teacher with a minor in drama here. Love your content!",2023-01-20T01:51:02Z,3
589,Huh?? How is he the biggest failure?,2023-01-20T01:48:29Z,0
590,Great videos man I don’t even really care ab the dj and now im a fan 10 minutes in great job,2023-01-20T01:41:07Z,0
591,"Fantastic job dude. You’re work, like dj’s is a pleasure to watch",2023-01-20T01:34:52Z,0
592,"DJ brought me here, thought I drop a like and a sub, keep up the great work.",2023-01-20T00:00:34Z,0
593,How can you not like mighty mouse. Guy was a world class talent and a personality that just never had a chance to shine,2023-01-19T23:08:08Z,0
594,Mighty mouse is a ufc legend a fantasticly skilled fighter if he was in a heavier weight class  empty heads like dana wouldnt be so negative about him,2023-01-19T22:15:03Z,0
595,"Releasing DJ was not the UFC's biggest mistake, trading him for AssCream who came in and lost arguably all 3 of his matches and then retired :)) (even lost hist last bout against old Damian Maia and his -10000000 striking skill) worst trade deal in the history of trades. DJ on the other hand is ONE FC champ :P",2023-01-19T22:09:49Z,2
596,"Another great vid , any idea when the history of the ufc part 2 is coming out",2023-01-19T22:09:14Z,0
597,I don’t think that is true I think all of their failures are equally bad for the business you can’t say this one was the worst the list is to long to determine a worst case scenario,2023-01-19T21:55:14Z,0
598,Calling Sage Northcutt DJ's peer is borderline disrespectful 😂,2023-01-19T21:30:01Z,0
599,How could the UFC every let this man go? And for a total flop.... Ben askren. 😆😆😆😆😆,2023-01-19T21:24:08Z,0
600,"Jones, Johnson,khabib. Goats",2023-01-19T20:22:50Z,0
601,Can't believe they traded the goat for Ben Askren. I don't get it. Doesn't he have the most title defenses? He also has the coolest arm bar in UFC history when he caught it while slamming the guy in mid air. Just incredible.,2023-01-19T18:51:24Z,0
602,Excellent,2023-01-19T18:51:05Z,0
603,"I think the UFC did everything perfectly right. Although I really didn't care for Ben Askren's media persona, tweets and drama, his fights were infinitely more entertaining than Demetrious Johnson. It's not about size or fake drama, I just found his stuff uninteresting, the p4p stuff is IMO just a echo-story, repeated too often",2023-01-19T18:44:27Z,0
604,🐐,2023-01-19T17:45:05Z,0
605,The Francis ordeal will take the cake,2023-01-19T17:07:15Z,0
606,Disrespectful name to your video bro.. Should be Tha Greatest Fighter tha UFC FAILED..,2023-01-19T16:49:27Z,0
607,"DJ is a true martial artists. A true father. A true family man. A true inspiration. MMA is full of trash-talking, dirty-fighting, drunk-driving, wife-beating drug-cheats and  cringey personas. DJ has remained himself, and posted records that will be tough to break. He has stayed humble, and is a motivation to fans. (And he is accessible to his fans through his gaming streams). MMA would be diminished without him.",2023-01-19T14:37:33Z,572
608,He wouldn't go up after clearing a division ( almost twice over),2023-01-19T14:34:37Z,0
609,So DJ not only saw this video but did a full commentary and breakdown of it on his channel.,2023-01-19T14:08:48Z,1
610,He very good but lost in one champion ... ufc shame n embarrassing 😳,2023-01-19T13:25:55Z,0
611,"One of my goats , legend",2023-01-19T11:45:07Z,0
612,"Dana White was too stupid to promote DJ, He is a highlight figher with super high energy, super high entertainment fights, he would SELL OUT any fight he's in any day, ever. Dana is a complete liar. He didn't submit to UFC bs. He's too good of a person to doubt over a shady corporate shill like Dana.",2023-01-19T11:06:37Z,0
613,Theres no way they traded mighty mouse for ben askeren lmfaoo whuuuut,2023-01-19T10:27:37Z,0
614,"If you are an MMA fighter at age 20, you should sign a 5 year contract.
By age 25, you are about to enter your prime years so you sign another 5 year contract.
By age 30, you are definitely in your prime so you sign yet another 5 year contract.
By 35, you are about to plateau.

So, I believe if you’re 30 and you’re a UFC champion, you should definitely (in NBA terms) TEST FREE AGENCY.

See if an organization (like One or PFL) can offer you a better deal. 

You don’t want to end up in a similar situation like Mighty Mouse.",2023-01-19T10:11:44Z,0
615,"I think MMA as a whole, there needs to be an established organization in each continent. Obviously, UFC is North America and One Championship is in Asia. Now, we need an organization in Africa, Europe, South America, and Oceania. 

UFC can’t claim they have the best fighters in the world if they refuse to let their Champions fight other champions in other orgs. 

I want to see Mighty Mouse (current flyweight champion in One) vs the current UFC champion. Now that’s a fight I want to see.",2023-01-19T09:56:01Z,0
616,"I'm depressed and often lack emotion aside from negative emotion, but this video made me feel so much emotion. I don't even know which one(s) it was- happiness, hope, inspiration🤷‍♂️ but this was a powerful story. Also what a classy person.",2023-01-19T08:24:53Z,96
617,Fighters Union,2023-01-19T07:20:55Z,0
618,"DJ is a legitimate legend and Dana White as money but not the humblness of a true champion, respect mister Johnson you have earned it from the world",2023-01-19T06:58:12Z,0
619,"The UFC reminds me of Apple. Super strong brand, overpriced, mediocre product, and poor treatment of customers (Apple), and fighters (UFC). Also both very good at locking people in.",2023-01-19T05:01:48Z,0
620,What's the music starting at 17:53,2023-01-19T04:33:28Z,0
621,Those videos are fantastic!,2023-01-19T04:04:35Z,0
622,Dude you doing something right you got DJ’s attention he reviewed you video and told some things nobody knew so shout out to you,2023-01-19T03:55:03Z,0
623,Victoria Lee in the One Promo😢,2023-01-19T03:30:03Z,0
624,Great documentary. DJ is a class act. Dana Pink did him dirty,2023-01-19T03:28:55Z,0
625,Walkoff knee kick knockout...wow!!,2023-01-19T03:13:37Z,0
626,You a bad BAD MF to brat Rodtang !,2023-01-19T03:09:43Z,0
627,Mighty Mouse vs. Ngannou. Demetrius wold run circles around him.,2023-01-19T03:03:22Z,1
628,DJ is one of the best MMA athletes of all time 100% in the top 5 discussion,2023-01-19T02:19:41Z,0
629,DJ the real GOAT.,2023-01-19T02:17:34Z,1
630,"y'all hit the Like on your way out please, this video should be doing better.",2023-01-19T01:56:45Z,0
631,Why worry. You're gonna die someday so be like DJ,2023-01-19T01:38:35Z,0
632,"You know corporations are screwed up when, rather than endorsing and lifting up this amazing human, they throw him out.

What does that say about the rest of society though?",2023-01-19T01:35:27Z,0
633,DJ is a warrior. He took some chops from Roddy,2023-01-19T01:28:55Z,0
