,Comments,Date,Likes
209,why on eaarth is DJ fighting at 135 😪,2023-03-11T08:41:50Z,0
210,DJ is one of my favorite fighters surely 1 of the greatest 🤛🏽 👊🏽,2023-03-11T06:53:00Z,0
211,He is one of the greatest. True representation of a martial artist 💯🙏🏼,2023-03-10T17:00:54Z,0
212,"The greatest, most disrespected champion in history.",2023-03-09T14:03:47Z,0
213,My all time favorite fighter. It’s a shame the way the UFC treated him.,2023-03-09T02:43:53Z,6
214,The Man in the Arena gets me every time.,2023-03-07T12:25:51Z,0
215,Freaking love this dude! True warrior! 💪🏾👑,2023-03-05T18:53:01Z,0
216,Great video. People still sleep on ONE. With how downhill the UFC has been going (and the hit in credibility with Dana White and his fuckin slap fighting) ONE is only getting bigger,2023-03-04T13:10:34Z,1
217,Can you do a long video about Nick Diaz? His story and mindset always intrigued me,2023-03-04T04:05:46Z,0
218,DJ is a good man.,2023-03-03T04:51:32Z,0
219,"Fedor, Silva, Jones, Aldo...all bow to Demetrious ""Mighty Mouse"" Johnson. The only ones who can arguably claim GOAT status above him are GSP and Nunes due to their dominance and two divisional belts.

That is, unless Jones wins this weekend. Then we'll have 3 who can arguably be above DJ. Leaving the path forward for Nunes and Jones(since GSP is retired with no 185lb defenses) to boost their claims by adding more defenses to their 2nd weight division. But I don't want to get ahead of myself with Jones. He's got to get past Gane first.",2023-03-02T21:50:48Z,0
220,"with those ears I see why he's called ""Mighty Mouse""",2023-03-02T19:18:04Z,0
221,Ben Askrin 😂,2023-02-27T00:03:57Z,0
222,"i was bumed when he left the UFC!!Now I watch one championship, to watch him!!",2023-02-26T06:03:43Z,0
223,DJ is the GOAT i place him above jones and gsp he is superhuman,2023-02-26T03:28:05Z,0
224,Proof.... UFC isn't about talent or skill but money... WWE and UFC are the same... Scripted,2023-02-25T19:23:36Z,0
225,Thanks for the video. Team Demetrious Johnson,2023-02-25T15:01:33Z,0
226,"Great documentary, for the Greatest athlete of MMA. 
His personality, way of living and Skills, are an example for any athlete",2023-02-25T14:56:40Z,0
227,DJ's an all-time BAMF.,2023-02-24T16:47:03Z,1
228,20:59 so much respect for DJ because he could of continued to pound but he didnt because he knew the fight was over.,2023-02-24T14:34:41Z,0
229,"Basicly his mum was ran through, a huge 304…",2023-02-24T14:07:27Z,0
230,"My favorite part of this whole video.. was the cut where dj asked joe if he knew what synthwave is,, and then you played synthwave lol 👍 the glasses and retro screen was a nice touch",2023-02-24T05:00:35Z,0
231,DJ got that revenge knee ko!,2023-02-24T02:58:25Z,0
232,He stilk looks very young,2023-02-24T02:47:56Z,0
233,One Championship is 100 times better than the UFC they look after their fighters not like the UFC who just shit on their fighters i never watch UFC on PPV anymore all One Championship fights are shown on Amazon Prime way way better..,2023-02-23T21:25:26Z,0
234,One of the most well written and narrated documentaries on YouTube. Bravo🎉🎉🎉🎉,2023-02-23T16:04:02Z,0
235,Not a great trade.,2023-02-23T15:18:57Z,0
236,"put in the corner for 15 mins, getn whipped !?!? WTF...HOW FAR WE HAVE FALLEN. THATS EXACTLY WHAT THESE KIDS NEED TDAY, A GOOD OLE FASHIONED ASS BEATN.",2023-02-23T10:26:01Z,0
237,"DJ couldn’t hang with the stacked 135 division so he decided to fight tomato cans, easy looking good when the people you fight are shit",2023-02-23T06:24:52Z,0
238,Well written narration.,2023-02-23T02:50:12Z,0
239,legendary mid air armbar,2023-02-23T02:29:01Z,0
240,Dana White is so unlikeable caracter that it is not normal,2023-02-23T01:58:10Z,0
241,No credit given to Dominic Cruz for beating Mighty Mouse. PFFT,2023-02-23T01:25:53Z,0
242,wow!,2023-02-23T01:16:07Z,0
243,I’ve been watching a ton of One lately. Much more exciting than the current UFC state.,2023-02-22T20:36:14Z,0
244,"The trade failed miserably, just like Ben Askren.",2023-02-22T19:48:07Z,1
245,"This was beautiful. I'm only just getting into the history of combat sports, learning about legends and watching old fights. I've seen clips and replays of Mighty Mouse fighting, but learning of his story and hearing his interviews and the respect and love he shows his opponents is just so moving and inspiring. Great doc!!",2023-02-22T18:21:23Z,4
246,Excellent video. Well made and narrated. Thank you.,2023-02-22T15:48:59Z,0
247,I’m glad Mighty Mouse got out and earned some cash,2023-02-22T09:07:38Z,0
248,This video made me subscribe,2023-02-22T07:34:00Z,0
249,Your the goat of ufc docs my man!,2023-02-22T01:36:26Z,0
250,Will always be one of the goats 🐐,2023-02-21T08:47:52Z,0
251,Just the first minute of this video is so misleading - to bait you into watching the rest I presume - but I won't.,2023-02-21T08:39:18Z,0
252,UFC has and will always SHIT,2023-02-21T08:21:31Z,0
253,If ONE FC hits America it's only a matter of a little time before they overtake the UFC...,2023-02-21T08:10:41Z,0
254,"It’s so fkn hilarious how people claim being punished by being placed in the corner alone for a time out and being spanked is “am abusive childhood”… it’s called a correct upbringing that instills right from wrong, instills good behavior in you, and the greatest thing is that it teaches you there are fkn consequences for your actions and negative behavior and that you have to accept those consequences and deal with them head on them you can learn from those mistakes and move on… For anyone to pretend they’re some bud Tim of a horrendous “abusive childhood” because they were actually raised correctly and were fkn disciplined correctly and with most children the only things that will work to correct behavior and raise strong children who understand right from wrong and that there’s no place within society for those that don’t. There’s lots of reasons why every single generation in the last years of mine and all following generations are so fucked up, backwards, lazy, cruel, selfish, incredibly egotistical, irrational, absolutely criminalistic and all around totally fkd up and insane truly seeming to live life in a false reality and only knowing how to play professional victims while claiming literally everything in existence is racist, homophobic, transphobic, or sexist in its entirety. These people truly have no fkn comprehension of consequences for their actions and behavior, or even being held slightly responsible for literally anything even their own support and well being.. it’s all everyone else’s fault and everything and everyone else around them, mainly if you have White skin or a penis and are attracted only to the female sex/gender) is at fault for everything and should be blamed and treated as filth for those make believe delusions.",2023-02-21T04:16:58Z,0
255,"But UFC got Ben Askren , he's a cool guy and he fought Jake Paul yea?",2023-02-20T22:24:21Z,2
256,Moral of the story stop having other men father your children to make your life easier single mothers,2023-02-20T20:59:06Z,0
257,"Ufc and dunca dont do the best fighter, they do the best draw. Look at conner. He was getting fights long after he should have been gone.",2023-02-20T18:17:54Z,0
258,He's just a little fella 🐣,2023-02-20T13:08:03Z,0
259,"One of the best fighters, for certain. A very smart movie in my opinion, and good for his family. Nothing but respect for DJ.",2023-02-20T12:08:20Z,1
260,"Rogan said 'He has the most complete MMA game that any figher I've ever seen, ever!'",2023-02-20T09:48:34Z,0
261,Great narration,2023-02-20T05:52:26Z,0
262,Poetic justice indeed!,2023-02-20T03:58:45Z,0
263,"If this video showed nothing else, it showed that you have absolutely no idea what someone has been through, or done, or seen, or their aspirations or goals, or what they eventually will accomplish just by simply looking at them. Really great video man. Very heart felt great music, 10/10.",2023-02-19T23:41:18Z,2
264,"so when a mma unbeatable champion doesnt want to to join the an inscripted drama by the org means his a mistake? hes an honest person who doesnt wanna deceive people, whats wrong with that? i have high respect to mighty mouse to not get involve with the mma politics... dana white is a sore loser",2023-02-19T07:53:20Z,0
265,"GSP: There are 3 types of fighters: the fighters, the athletes, and the artist.

Mighty mouse was a true Artist of the sport.",2023-02-19T00:31:02Z,1
266,UFC made way more money with the Askren trade. Masvidal never would’ve became the mega star he become and sold all those PPVs.,2023-02-19T00:07:07Z,0
267,Man that was a well spent 20 minutes =)  Great documentary,2023-02-18T22:55:40Z,1
268,"I love watching mma, but this channel is a bit too pretentious for a field that’s as objectively trashy as combat sports. This channel talks about these fighters as if they’re contributing something meaningful to society 😂",2023-02-18T22:24:05Z,0
269,great stuuff,2023-02-18T21:31:01Z,0
270,"no one cares Johnson is gone from the UFC, he is a good fighter, prolly one of the best, but the UFC isn't losing any money with Johnson being gone, because he never did bring in big numbers for the company in the first place. so to say he's the greatest mistake is being too bias. Americans don't apricate the smaller fighter like other countries do. 125 stats for revenue sucks for the UFC. 125 needs someone that comes across bigger than 125.. lol",2023-02-18T17:12:14Z,0
271,Narrator has the voice of a cold blooded Bond villian.,2023-02-18T16:51:34Z,0
272,"DJ is the all-time Pound For Pound GOAT!
Don’t even think about arguing that.",2023-02-18T10:54:27Z,0
273,"Lol nobody really watched him, his fights were boring, his division was weak, nobody cares he's gone or remembers him.  Same will happen with Francis the princess.",2023-02-18T09:35:16Z,1
274,Dj is the man,2023-02-18T04:07:54Z,0
275,"Who the fuck you think you is? Make this shit, make us laugh. Yall gay.",2023-02-17T22:05:18Z,0
276,"""Life is transient but Legacy is forever""",2023-02-17T21:03:52Z,0
277,Always woth the time watch your videos. It was a masterpiece to the MMA community.,2023-02-17T16:17:19Z,0
278,Imagine if DJ was 3 inches taller 👀👀👀 sheesh,2023-02-17T12:19:13Z,0
279,UFC is Dana's forced labour camp. He won't allow any criticism etc. Great fighters are treated like garbage and it is all about making Dana rich and than richer.,2023-02-17T08:58:42Z,0
280,Racism? Gtfo,2023-02-17T04:42:57Z,0
281,"Say what you want, but I think the UFC paid him to lose that fight to Cejudo. Either that or they rigged it against him in the scorecards. He didn’t want to continue with their plan, so they wanted him out",2023-02-17T04:22:13Z,0
282,DJ's mom is my mom. LOL,2023-02-17T03:31:49Z,0
283,Flyweight w/ DJ would be insane,2023-02-16T15:12:17Z,0
284,I love your channel. Please please keep it up. Amazing job on this video!,2023-02-16T10:21:48Z,0
285,This was a gteat career move for DJ and his legacy. Bad move for ufc and Ben Askren....,2023-02-16T06:31:13Z,0
286,HOW is sitting in a corner for 15 minutes consider abuse??? Was born in 87 and that was a common punishment in elementary school IN CALIFORNIA 🤣🤦‍♂️,2023-02-16T05:48:43Z,1
287,I remember the UFC brought all the champions in the world to complete against each other winner fought mighty mouse,2023-02-16T04:12:42Z,0
288,Great piece. Thanks for covering DJ’s story and all he’s had to deal with.,2023-02-15T21:29:29Z,1
289,He was boring and I never cared to watch him. Odd personality that I didn’t care to listen to him.,2023-02-15T19:40:43Z,0
290,Racism??????,2023-02-15T16:45:34Z,0
291,Its brings ben askren to dana to be knocked down by jake Paul...,2023-02-15T11:41:10Z,0
292,"Did one fc sponsor this video? They are good but you were shitting on ufc and had only positive things to say about one. Don't get me wrong, Dana and the ufc are dickheads. But one has some issues as well.",2023-02-15T09:51:13Z,0
293,"Thank You So Much Brother, this was absolutely amazing and comprehensive. Blackbelt Work!!! 👊🏾🦁🦁🇳🇬🇺🇸",2023-02-15T07:03:18Z,1
294,"Not really a mistake. They wanted rid of him, and they go rid of him. He's doing great. Win-win.",2023-02-15T05:45:51Z,0
295,ONE doesn't make a profit. Worth remembering.,2023-02-15T05:43:40Z,0
296,adriano moraes is fucking great hed honestly do pretty well in the UFCs flyweight division or perhaps bantamweight if hes more comfortable with that,2023-02-15T04:51:13Z,0
297,I’m the 1000th comment. Crazy,2023-02-15T01:22:25Z,1
298,DJ is a good person. Dana is a pos . It worked out perfectly,2023-02-14T22:28:52Z,0
299,"He's never been  even slightly considered as the greatest fighter of all time and maybe a handful consider him to be that of MMA. Also the guy might be the one and only fighter in the history of professional fighting who expects his fights to be hyped up by someone other than himself and the guy across the ring from him. LOL. Imagine Mike Tyson blaming Don King because Mike Tyson can't sell tickets. You're an entertainer, entertain. If you can't then go follow the rest of the guys who way 120 pounds and go get a telemarketing job. Oh that's another reason a lot of people don't give him or that weight division too much respect. The very last thing that 99.9999999% of other people his weight try to do is try and get into fights. Now take that 0.000000001%. Well 99.999999999% of them wouldn't even consider trying to fight so much that they could actually make a legitimate wage. When you're 200lbs you run around looking for fights, when you're 120 you run away from them. Sorry if the talent and the intelligence in that weight class isn't enough to give dude more than 3 quality opponents over his entire career.",2023-02-14T21:44:59Z,0
300,I think my favorite thing when watching ONE shows is that the crowds will actually cheer for takedowns or grappling positional battles. I've always hated when US fans will just start booing anything other than striking.,2023-02-14T07:46:24Z,1
301,The ufc is not the top of the food chain for mma.,2023-02-14T07:16:14Z,0
302,"When one door closes, another is presented. Up to you to walk on thru. DJ ran thru. Elite warrior. 👑",2023-02-14T06:32:43Z,0
303,In your face Dana White!,2023-02-14T04:12:57Z,0
304,This argument is so old. He wasn’t a draw and they’re a business. They don’t seem to upset about it,2023-02-14T03:31:25Z,0
305,DJ was the best and dana and the ufc were dumb to not keep him and promote him properly,2023-02-14T03:24:53Z,0
306,"Not a mistake as Great as he is, he never drew a  crowd!",2023-02-14T01:41:14Z,0
307,UFC is clown show now,2023-02-14T00:47:55Z,0
308,I need the Playlist of songs for this,2023-02-13T22:40:54Z,0
309,Boy! I sure am glad this documentary isn’t showing any favoritism LMFAO!!,2023-02-13T20:49:34Z,0
310,He got the respect he deserved,2023-02-13T18:00:59Z,0
311,nicely narrated,2023-02-13T16:41:41Z,0
312,"The ufcs biggest issue isn't their inability to recognize talent, but their inability to recognize nothing else but pov buys, draws, and social media numbers tick up...
This sport isn't in it's infancy yet Dana and zuffa act like it's only a Vegas circus act so they only care about what's memorizing and has flare... And no substance. Disgusting",2023-02-13T14:24:14Z,0
313,Dana white didn’t like him.    The ufc is not a sport organization.    Is just entertainment.      A loser like Connor McNuggets is still getting the star treatment.,2023-02-13T12:02:40Z,1
314,DJ THE GOAT,2023-02-13T07:58:16Z,0
315,"His strip father “was a monster” because he “put him in a corner for 15 minutes and spanked them.”?
Sounds like he was a good man trying to help your mom raise a bunch of bad kids. 
You are ungrateful and I hope that man made it out of the situation with his sanity and was able to find someone who respected him and appreciated the fact he was trying to raise a boy to be a man",2023-02-12T23:29:28Z,0
316,Does anybody know what track is on this?it’s by white bat audio but I don’t know the track specifically.can anybody help me please?,2023-02-12T15:25:02Z,0
317,"Wow, u really achieve to make this emotive, great work. I’m really glad that DJ still able keep building his legacy trough pure martial arts love.",2023-02-11T23:17:28Z,0
318,what a good doco on my favorite fighter of all time. Mighty mouse is truly the GOAT. He just amazing to watch. Such skill & passion.,2023-02-11T06:31:49Z,0
319,"The champion in ONE FC he fought was cool asf, so respectful and no bullshit.",2023-02-10T23:57:29Z,1
320,Bro I would be insanely hyped if I got trade from ufc to one fc and did muay thai as long as DJ. He if anything was probably hyped he got to goto Singapore where lots of real and amazing unknown warriors are top tier in the art of muay thai.,2023-02-10T23:49:37Z,0
321,Hes a good man. Maybe he didnt sell PPV but hes an awesome fighter. I subscribed to his channel mighty mouse gaming and hes just a regular guy. Very respectful.,2023-02-10T23:28:34Z,0
322,"Just a good dude, too. The argument that his fights were boring is crazy to me. Just watching the man move around like physics don't apply to him makes them worth seeing.",2023-02-10T22:03:58Z,1
323,"""To a division where he could knee a grounded opponent.""

Fate is not without a sense of irony, Neo.",2023-02-10T21:20:49Z,0
324,Well done video!,2023-02-10T21:14:13Z,0
325,DJ leaving the UFC is the best thing that could have happened to him,2023-02-10T15:09:03Z,0
326,Not a mistake at all because he's not popular in the mainstream despite being a top fighter. If only die hard fans know who you are that doesn't bring in big money.,2023-02-10T02:48:41Z,0
327,"Don't fall victim to violence ?? When he chose fighting?? 
I assume you mean death because of it??🤔",2023-02-09T15:41:32Z,0
328,DJ was the only Black in the division but he defied the odds and became the unbeatable Champion. UFC shot-callers are 'RACIST'...  SMH,2023-02-09T15:31:28Z,1
329,Johnson was a massive bore. No one cared to see his fight so who really cares.,2023-02-09T09:40:43Z,0
330,Prepare for the sequel in 2 years when Juicy Ngannou is ONE HW champion after scoring the first fatality knockout in his career via flying knee to flush uppercut.,2023-02-09T04:55:35Z,1
331,Mistake? More like a masterclass... that knee that Ben Askren took made the UFC way more money thank DJ would have.... I get he is the flyweight goat but its a money game at the end of the day...,2023-02-08T00:20:13Z,1
332,UFC take some notes.  That's how you promote Johnson.,2023-02-06T15:27:03Z,0
333,"So Happy for D.J. , congratulations, you made the most of it. You deserve, too be really proud of yourself",2023-02-06T14:29:17Z,0
334,"I don’t care what he does, he’s still the size of an average 8 year old boy.",2023-02-06T11:57:43Z,0
335,Such Beautiful Narration!,2023-02-06T01:22:57Z,0
336,DJ is truly the goat. Watching him in one proves that if he’s given tough fights he rises to the occasion.,2023-02-05T22:33:55Z,1
337,Racism simple,2023-02-05T19:13:57Z,1
338,There is a difference between mma fans and UFC fans. UFC fans believe that UFC is the end all be all and there is nothing better. Mma fans know that there are so many different organizations and fighters that would cause so many problems for UFC. That's why Dana doesn't let his fighters go anywhere else to fight especially the company's champion.,2023-02-05T18:00:48Z,0
339,"It wasn’t the ufc, it was the fans of the time.",2023-02-05T13:34:13Z,0
340,he's only 5 foot 3 but he walks with the prowess and determination of someone twice his size. Legend inside and outside of the cage,2023-02-05T04:19:11Z,64
341,DJ is a legend,2023-02-05T03:23:33Z,0
342,"He seemed super reserved. Sad to say it, but I didn't start caring about the division until Cejudo won. You don't have tobe a tool like Covington or cringe like Cejudo. But ya, I just wanted a little bit more from Johnson.",2023-02-04T10:34:19Z,0
343,Fantastic,2023-02-04T05:21:11Z,0
344,"One more thing, this guy isn’t one of the goats. The fly weight division doesn’t have that much talent and is a very boring weight class. I don’t even watch fights under 145. They need to do the same thing with the small weights classes they do with the heavy weight and just combine anything under 145 as feather weight.",2023-02-04T03:26:32Z,0
345,Love how people shit on the company that made all these men rich and famous. Idiots. No ufc then none of these guys would be shit. It’s mind boggling just how spoiled and ungrateful people are in the age of the internet.,2023-02-04T03:22:10Z,0
346,"Hands down to one championship for pure heart, pure martial arts and pure sports!!",2023-02-04T02:57:09Z,0
347,"Simply put , the classiest most respectful and most respected fighter in MMA! To say UFC made a huge mistake is an understatement!",2023-02-03T18:23:06Z,2
348,"I feel like DJ is a true representation of a warrior. So many ufc fighters go into the cage to entertain, while DJ goes into to be respectful to the sport. True honour",2023-02-03T08:20:51Z,5
349,"18:14 Mf didn't even tap, he'd rather go to sleep what a warrior",2023-02-02T18:16:37Z,0
350,"Ufc is stupid! They couldn't figure out how to promote the greatest fighter of all tym! Since Dana white is an Ahole, he can only think of ways to promote other Aholes. Pathetic! All he needed was smm hulkamaniacs",2023-02-02T14:46:29Z,0
351,"For me, D.W is one of the terrible people  with a very disgusting personality and way of thinking towards other people, no wonder coz he's an aetheist",2023-02-02T13:07:29Z,0
352,I miss read the title and thought it was dj failure just reread great documentary I knew all the information but enjoyed it,2023-02-02T11:51:41Z,0
353,Beautifully done 👏 Instant sub!!!,2023-02-02T03:59:33Z,0
354,Dj is pound for pound the best fighter who is the most undervalued. We won’t forget you DJ,2023-02-02T02:39:17Z,0
355,"I'm happy for Demetrious,  he was one of my favorites to watch, look forward to ONE in America!",2023-02-01T17:35:23Z,0
356,he is a boring fighter,2023-02-01T15:06:40Z,0
357,I imagine at his size it's hard to find other people small enough to fight. Did the UFC ever try to pair him up against women?,2023-02-01T11:51:33Z,0
358,07:22 - how ironic hahaha,2023-02-01T10:45:21Z,0
359,Beautiful narration,2023-02-01T01:13:38Z,0
360,Mma in the east us if all respect unlike ufc,2023-02-01T00:27:53Z,0
361,Because he didn't wanna take risks,2023-01-31T23:33:35Z,0
362,One fc and it's fans got the win on this trade. Askren was a failure!,2023-01-31T16:44:32Z,0
363,Huge FSN Of DJ and one championship.  Fighters have to earn their shots at championships through either tournament or rankings.  Not on the basis of money draws from PPV or how far they have their head up Dana's Azz.  Not to mention how much humility the fighters have in that part of the world.,2023-01-31T14:21:41Z,0
364,Since when did giving spankings and putting your child in time out corner become child abuse?  😂.   This is actually what's wrong with the world,2023-01-31T04:21:01Z,1
365,<3<3<3<3<3<3<3<3,2023-01-31T01:38:03Z,0
366,"The only reason why he would be a ufc ""failure"" is that he wasn't a shit talking punk. People are so controlled by drama these days they can't appreciate a good wholesome fighter.",2023-01-31T01:31:54Z,0
367,Finally Mighty Mouse getting love man was dominate his whole ufc career only to get tossed to the side smfh Dana,2023-01-31T00:16:31Z,0
368,I would be super excited when I saw he was fighting,2023-01-30T19:35:58Z,0
369,"The narrator flows flawless like the Nile, well done 👏",2023-01-30T18:57:59Z,0
370,"He's the real goat, no steds",2023-01-30T18:00:16Z,0
371,"Multi millionaire, wife and kids, great win/loss record.

I don't think he's a failure even a little bit",2023-01-30T16:33:56Z,0
372,"""You don't know what you got till it's gone""
This doesn't apply to just the UFC organization but the fanbase, as some of us (and I include myself) never really gave Mighty Mouse enough credit until he started dominating elsewhere.",2023-01-30T14:54:55Z,0
373,UFC seems so shady compared to one but it’s probably because I don’t pay attention to one.,2023-01-30T14:34:50Z,0
374,Definitely one of the greatest fighters of all time!,2023-01-30T07:58:41Z,0
375,"This  doc is so good, I love DJ",2023-01-30T06:52:03Z,0
376,So he was traded for a guy that lasted 2 fights 😂😂😂Dana is a dumb ass and Mighty Mouse has made more money an has gotten more fame im glad he was traded .,2023-01-30T06:19:25Z,0
377,This was a great video.,2023-01-30T05:05:53Z,0
378,You forgot to credit the Man in the Arena quote to Theodore Roosevelt.,2023-01-30T04:52:27Z,0
379,GOAT!!,2023-01-30T03:54:36Z,0
380,Should definitely change the name of this video,2023-01-30T02:07:55Z,0
381,DJ tries to play the child victim hard.,2023-01-30T01:55:44Z,0
382,Easily in the GOAT conversation. I personally did not think Henry did enough to take the strap in the UFC. I’m glad he has found further success in an organization that appreciates him.,2023-01-30T01:16:52Z,1
383,The UFC has always been able to promote talented fighters. I feel they grew addicted to making easy money by pushing problematic assholes. And jumping the line with hot ticket flavor of the month talent (because it worked once or twice). Now you got decent people out here acting out of character for a spot and a payday.,2023-01-29T23:44:55Z,0
384,"1st time on the channel... Bro, masterful writing!!!  You gained a new sub👍💪",2023-01-29T23:08:02Z,0
385,"I don't recall having enjoyed an MMA vid as much as this one for a long time. Made me want to keep track on ONErs from now on. Sub added, great job!",2023-01-29T19:14:48Z,0
386,Man what a docu😱😱 goosebumps,2023-01-29T18:45:39Z,0
387,"Champions, in and out of the cage. Thank you.",2023-01-29T14:50:28Z,0
388,"its a shame how UFC  trying to produce the ""stars""  and really dont care about  real champions  and fighters!i newer liked  ronda rousey and conor mcgregor they are not realy champions will never be!i guess UFC is trying to be  WWE wresling  fake shit   Wich just sucs for real MMA fans!",2023-01-29T14:13:44Z,0
389,You know DJ is small if his own belt is almost bigger than him… 😂,2023-01-29T07:11:36Z,0
390,awesome video man.,2023-01-29T04:22:33Z,0
391,Dj was only a failure bc the ufc just wants money and dj was so good dana couldn't deal with it,2023-01-29T04:14:58Z,0
392,Aung La N Sang is the man!!!!,2023-01-29T04:03:08Z,0
393,Any of this two guy's will destroy UFC Champion Moreno for sure,2023-01-29T01:46:09Z,0
394,You really captured the poetry of combat. Bravo 👏👏👏,2023-01-29T01:21:03Z,0
395,"So sad was abused and abandoned as a kid lost his sister, was one of the best fly weights ever, and then this happens so sad I know the pain of being abused in childhood so d
Sad.",2023-01-28T23:27:54Z,0
396,"The ufc rather promote clowns like Conor McGregor who has never been the best in the sport. He was good but not great.  When you're good and the right  complexion they promote you like you're the goat. The ufc best fighters that should've been promoted like McGregor are Silva, Johnson, Jones, Ngannou and Aldo. These are probably the most dominant fighters minus GSP AND Khabib. The ufc only wants to promote a  champion that looks like Conor McGregor. It's obvious, I wish they would just say it instead hiding the obvious. The funny thing is this goes on in every sport. Jokic and Luka are good but they're not great and haven't won anything but the media pushes the narrative like they're Jordan, Kobe, or LeBron. These two guys aren't even Larry Bird respectively. Bird was great and a winner and deserves more respect. The NFL only want to promote white quarterbacks as the face of the league. It's very obvious to anyone paying attention. 😂",2023-01-28T18:06:51Z,1
397,DJ is an Honorable Champion.,2023-01-28T17:50:09Z,0
398,He said abuse was being put in a corner for 15 minutes and getting a whooping 😂 smh,2023-01-28T17:31:52Z,1
399,He might even get health insurance!!!,2023-01-28T17:21:05Z,0
400,He's a great man in every meaning.,2023-01-28T16:36:29Z,2
401,"One Championship is killing it! Dana submitted to the Saudi's, who wouldn't allow Thais to compete in UFC Fight Island. How are the ratings, Dana?",2023-01-28T15:44:11Z,0
402,Let's be real ONE is not rigged like UFC,2023-01-28T15:15:40Z,0
403,These docs love to blame a father who was never there and likely didn't even know he had a son...but leave the mother who had the child and continuously exposed her child to abusive men and an unstable childhood completely blameless and almost presented as a hero 🤦🏾‍♂️.  Get out of here.,2023-01-28T14:56:11Z,0
404,Lil Meech the 🐐,2023-01-28T10:40:00Z,0
405,"Great video! Love the quick inclusion of Bibiano Fernandes. 

Got to train with him years ago and his bjj is incredible. 

Him and dj have always been a top 2 favourite to watch",2023-01-27T22:04:39Z,0
406,At least One FC appreciates DJ more.,2023-01-27T20:12:21Z,0
407,He reminds me of the orange smelly guy from sin city 🤣🤣🤣🤣,2023-01-27T09:41:21Z,0
408,"Total B.S. Demetrious Johnson: The UFC’s Biggest Failure is so wrong!! The Guy was a Great fighter and nobody could beat him when he was in UFC when he was champ, till the last fight which by decision!! Total Clip Bait!!!!!!!!",2023-01-27T07:30:45Z,0
409,Treated so horrible,2023-01-27T04:32:21Z,0
410,omg i have never ever seen a better Youtube video then this! You are a editor master / storyteller,2023-01-27T04:07:53Z,0
411,And DJ would have been one of the easiest dude for the ufc to promote too,2023-01-27T03:05:04Z,0
412,F*ck the ufc,2023-01-27T02:35:51Z,0
413,Well done..... well done!,2023-01-27T01:34:16Z,0
414,"Amazing video. So well-done!

DJ is one of my all-time favorites. Gifted, but extremely humble.",2023-01-26T23:42:01Z,2
415,Failure hell no....F Dana white,2023-01-26T21:58:51Z,0
416,"Dana is a REDNECK, hates so called Black folks, this is ANOTHER CONFIRMATION, as was that decision to say he "" lost by decision to HENRY "", not.",2023-01-26T21:08:06Z,0
417,"Ufc pay fighters shit.
That's why so many have left.",2023-01-26T20:55:02Z,0
418,Great documentary 👏 ever well done brother congratulations to champ and Adriano as well God bless your heart All,2023-01-26T16:32:33Z,0
419,"Trading Johnson for Askren has to be the worst trade in the history on mankind…,",2023-01-26T14:34:04Z,0
420,If you're looking for respect watch ONE. If you're into BS Drama and Joe Rogan's Jon Jones as$Kissing watch UFC.,2023-01-26T13:33:48Z,0
421,They change mighty mouse to a house mouse ben askren.,2023-01-26T04:17:19Z,0
422,How come this channel only has 68.7k subs? This channel deserves more! The athlete was well presented. 👏,2023-01-26T01:08:03Z,0
423,ppl don't care for 3rd grader sized fighters stop blaming the UFC its hard to market DJ as a badass when he's smaller then your 10yr old son,2023-01-25T22:25:07Z,0
424,"Martial arts fans that understand mma,appreciate D.J. The UFC wanted him to be some type of entertainment athlete for the business. D.J was simply into the art of it. Good thing the trade backfired of the chickenhawk Dana and the ufc.",2023-01-25T19:53:26Z,0
425,Real fight fans know that mighty mouse is one of the absolute baddest motherfuckers on the planet. That was when my disdain for Dana and the UFC started for how they treated possibly the best in the world,2023-01-25T18:40:55Z,0
426,Why the biggest failure 🤣?,2023-01-25T17:49:03Z,0
427,Always have been a fan of the GOAT may God bless you always Mighty Mouse,2023-01-25T17:28:54Z,0
428,F the UFC and especially Dana White,2023-01-25T14:19:18Z,0
429,In which  part was racism  🤔  in they life,2023-01-25T12:55:00Z,0
430,No one’s talking about how amazing this video is. Great job!!,2023-01-25T04:35:30Z,0
431,What a quality   incredible documentary  i am more of a boxing fan but even me heard how good and dominant  mighty mouse was,2023-01-25T02:26:18Z,0
432,This is one of those YouTube videos you wish will last till the end of time.,2023-01-25T00:01:39Z,0
433,"Demetrious Johnson aka ""Mighty Mouse"" the original goat 🐐 of the UFC. Dana White got rid of the 125lbs weight class because no one was able to defeat the goat 😤 😒 😑 🙄. Just imagine 😳 if DJ was 6ft4 and fought against Anderson Silva for the middleweight Championship Belt.",2023-01-24T23:00:25Z,0
434,Worst trade since Brittany Griner and The Merchant of Death,2023-01-24T21:37:57Z,0
435,Yall put some RESPEC on MIGHTY MOUSES name!!!! Are we done or are we done!!! 😎😎😎,2023-01-24T20:49:50Z,0
436,"I would like to see one fc in brazil, neatherland, russia event. Hoping,",2023-01-24T19:35:18Z,0
437,Dana White was his greedy stepdad in the ufc.,2023-01-24T19:19:19Z,0
